assembly_contig	length	n_genome_ids	primary_genome	primary_aligned_bp	secondary_genome	secondary_aligned_bp	chimera_threshold_bp	cross_binid_chimera	has_accepted_alignment
BASE_00000395	3662	2	ASV153.8	3662	ASV102.10	3662	1000	true	true
BASE_00000396	2524	1	ASV387.0	2524		0	1000	false	true
BASE_00000397	1538	1	ASV507.1	1538		0	1000	false	true
BASE_00000398	1044	1	ASV507.9	1044		0	1000	false	true
BASE_00000399	3708	1	ASV102.10	3708		0	1000	false	true
BASE_00000400	2285	5	ASV507.1	2285	ASV387.0	2285	1000	true	true
BASE_00000401	1195	1	ASV507.0	1138		0	1000	false	true
BASE_00000402	2288	2	ASV153.8	2288	ASV102.10	2288	1000	true	true
BASE_00000403	2132	2	ASV153.8	2132	ASV102.10	2132	1000	true	true
BASE_00000404	2231	1	ASV507.1	2006		0	1000	false	true
BASE_00000405	2238	1	ASV102.10	2238		0	1000	false	true
BASE_00000406	2699	1	ASV300.8	2699		0	1000	false	true
BASE_00000407	1433	1	ASV102.10	1433		0	1000	false	true
BASE_00000408	4103	2	ASV102.10	4103	ASV153.8	4102	1000	true	true
BASE_00000409	1169	2	ASV153.8	1169	ASV102.10	1169	1000	true	true
BASE_00000410	5544	1	ASV387.0	5544		0	1000	false	true
BASE_00000411	1811	2	ASV476.8	1811	ASV486.6	1800	1000	true	true
BASE_00000412	1515	3	ASV507.0	1515	ASV507.1	1509	1000	true	true
BASE_00000413	1227	1	ASV300.8	1227		0	1000	false	true
BASE_00000414	1900	2	ASV476.8	1900	ASV486.6	1882	1000	true	true
BASE_00000415	1552	2	ASV153.8	1552	ASV102.10	1552	1000	true	true
BASE_00000416	1018	2	ASV507.3	1018	ASV507.1	997	1000	false	true
BASE_00000417	2636	2	ASV507.9	2636	ASV507.11	2636	1000	true	true
BASE_00000418	1477	2	ASV507.1	1465	ASV507.3	1453	1000	true	true
BASE_00000419	1373	1	ASV399.6	1355		0	1000	false	true
BASE_00000420	1985	1	ASV300.8	1985		0	1000	false	true
BASE_00000421	7575	1	ASV487.10	7575		0	1000	false	true
BASE_00000422	1232	2	ASV507.1	754	ASV507.0	754	1000	false	true
BASE_00000423	2404	1	ASV300.8	2404		0	1000	false	true
BASE_00000424	2873	1	ASV387.0	2873		0	1000	false	true
BASE_00000425	1753	1	ASV387.0	1753		0	1000	false	true
BASE_00000426	1170	2	ASV153.8	1170	ASV102.10	1170	1000	true	true
BASE_00000427	1472	1	ASV487.10	1472		0	1000	false	true
BASE_00000428	2051	2	ASV507.3	2051	ASV507.1	2051	1000	true	true
BASE_00000429	6861	1	ASV487.10	6861		0	1000	false	true
BASE_00000430	1185	1	ASV579.0	1185		0	1000	false	true
BASE_00000431	1299	2	ASV507.9	1299	ASV507.11	1299	1000	true	true
BASE_00000432	1035	2	ASV507.1	1035	ASV507.11	931	1000	false	true
BASE_00000433	1391	2	ASV507.9	1391	ASV507.11	1175	1000	true	true
BASE_00000434	1543	1	ASV426.8	1543		0	1000	false	true
BASE_00000435	1152	2	ASV153.8	1152	ASV102.10	1152	1000	true	true
BASE_00000436	1048	2	ASV507.11	1036	ASV507.9	915	1000	false	true
BASE_00000437	1758	2	ASV153.8	1758	ASV102.10	1758	1000	true	true
BASE_00000438	2149	2	ASV507.3	2149	ASV507.1	2149	1000	true	true
BASE_00000439	1434	1	ASV399.6	1434		0	1000	false	true
BASE_00000440	5293	2	ASV102.10	5293	ASV153.8	5292	1000	true	true
BASE_00000441	1065	2	ASV507.9	1065	ASV507.11	1065	1000	true	true
BASE_00000442	3379	1	ASV487.10	3379		0	1000	false	true
BASE_00000443	1565	1	ASV579.0	1565		0	1000	false	true
BASE_00000444	1182	2	ASV486.6	1182	ASV476.8	1182	1000	true	true
BASE_00000445	1192	1	ASV387.0	1192		0	1000	false	true
BASE_00000446	3904	1	ASV387.0	3904		0	1000	false	true
BASE_00000447	1372	1	ASV426.8	1372		0	1000	false	true
BASE_00000448	1779	2	ASV507.9	1779	ASV507.11	1585	1000	true	true
BASE_00000449	1535	1	ASV399.6	1535		0	1000	false	true
BASE_00000450	1294	1	ASV476.8	1294		0	1000	false	true
BASE_00000451	1504	1	ASV102.10	1504		0	1000	false	true
BASE_00000452	1227	2	ASV102.10	1227	ASV153.8	1221	1000	true	true
BASE_00000453	2675	1	ASV300.8	2675		0	1000	false	true
BASE_00000454	2474	2	ASV153.8	2474	ASV102.10	2474	1000	true	true
BASE_00000455	1237	1	ASV399.6	1237		0	1000	false	true
BASE_00000456	1262	1	ASV300.8	1262		0	1000	false	true
BASE_00000457	1240	1	ASV579.0	1240		0	1000	false	true
BASE_00000458	1067	2	ASV507.9	1067	ASV507.11	1053	1000	true	true
BASE_00000459	1932	1	ASV300.8	1932		0	1000	false	true
BASE_00000460	2080	1	ASV300.8	2080		0	1000	false	true
BASE_00000461	1464	1	ASV507.1	1256		0	1000	false	true
BASE_00000462	1804	1	ASV487.10	1804		0	1000	false	true
BASE_00000463	1190	1	ASV102.10	1190		0	1000	false	true
BASE_00000464	1006	1	ASV300.8	1006		0	1000	false	true
BASE_00000465	1758	1	vASV5.0	1758		0	1000	false	true
BASE_00000466	2641	1	ASV300.8	2641		0	1000	false	true
BASE_00000467	2083	2	ASV507.1	1875	ASV507.3	1295	1000	true	true
BASE_00000468	2324	2	ASV507.11	1750	ASV507.9	1708	1000	true	true
BASE_00000469	3881	1	ASV487.10	3881		0	1000	false	true
BASE_00000470	1119	2	ASV102.10	1119	ASV153.8	1109	1000	true	true
BASE_00000471	2017	2	ASV507.1	2016	ASV507.11	1976	1000	true	true
BASE_00000472	1096	1	ASV300.8	1096		0	1000	false	true
BASE_00000473	1338	1	ASV507.1	1323		0	1000	false	true
BASE_00000474	4031	2	ASV102.10	4031	ASV153.8	3566	1000	true	true
BASE_00000475	1822	2	ASV153.8	1822	ASV102.10	1822	1000	true	true
BASE_00000476	1140	1	ASV300.8	1140		0	1000	false	true
BASE_00000477	1018	1	ASV507.1	1018		0	1000	false	true
BASE_00000478	1880	1	ASV300.8	1880		0	1000	false	true
BASE_00000479	1650	1	ASV387.0	1650		0	1000	false	true
BASE_00000480	2433	1	ASV300.8	2433		0	1000	false	true
BASE_00000481	1120	1	ASV266.11	1120		0	1000	false	true
BASE_00000482	1270	2	ASV507.9	1270	ASV507.11	1244	1000	true	true
BASE_00000483	2608	2	ASV486.6	2608	ASV476.8	2608	1000	true	true
BASE_00000484	2949	2	ASV153.8	2949	ASV102.10	2949	1000	true	true
BASE_00000485	3896	1	ASV487.10	3896		0	1000	false	true
BASE_00000486	1924	1	ASV102.10	1924		0	1000	false	true
BASE_00000487	1936	1	ASV102.10	1936		0	1000	false	true
BASE_00000488	1553	1	ASV507.1	1553		0	1000	false	true
BASE_00000489	2654	2	ASV153.8	2654	ASV102.10	2654	1000	true	true
BASE_00000490	1668	2	ASV150.14	1668	ASV102.10	1668	1000	true	true
BASE_00000491	3684	1	ASV102.10	3684		0	1000	false	true
BASE_00000492	10549	2	ASV150.14	10549	ASV102.10	10549	1054	true	true
BASE_00000493	1251	1	ASV102.10	1251		0	1000	false	true
BASE_00000494	1205	1	ASV102.10	1205		0	1000	false	true
BASE_00000495	2886	2	ASV102.10	2877	ASV153.8	2510	1000	true	true
BASE_00000496	2294	2	ASV153.8	2294	ASV102.10	2294	1000	true	true
BASE_00000497	1201	1	ASV399.6	1201		0	1000	false	true
BASE_00000498	12755	1	ASV487.10	12755		0	1275	false	true
BASE_00000499	1325	1	ASV387.0	1325		0	1000	false	true
BASE_00000500	2229	2	ASV476.8	2229	ASV486.6	1134	1000	true	true
BASE_00000501	2913	2	ASV153.8	2913	ASV102.10	2913	1000	true	true
BASE_00000502	1917	1	ASV507.11	1903		0	1000	false	true
BASE_00000503	2171	1	ASV507.11	2171		0	1000	false	true
BASE_00000504	1071	1	ASV266.11	1071		0	1000	false	true
BASE_00000505	2313	1	ASV387.0	2313		0	1000	false	true
BASE_00000506	1307	1	ASV426.8	1307		0	1000	false	true
BASE_00000507	1017	2	ASV486.6	1017	ASV476.8	996	1000	false	true
BASE_00000508	3712	1	ASV102.10	3710		0	1000	false	true
BASE_00000509	1197	2	ASV507.9	1197	ASV507.11	1197	1000	true	true
BASE_00000510	3313	2	ASV153.8	3313	ASV102.10	3313	1000	true	true
BASE_00000511	1825	3	ASV507.1	1825	ASV507.0	1825	1000	true	true
BASE_00000512	1597	1	ASV476.8	1597		0	1000	false	true
BASE_00000513	1473	2	ASV153.8	1473	ASV102.10	1473	1000	true	true
BASE_00000514	1624	2	ASV102.10	1616	ASV153.8	1615	1000	true	true
BASE_00000515	1207	2	ASV153.8	1190	ASV102.10	1190	1000	true	true
BASE_00000516	4244	1	ASV487.10	4244		0	1000	false	true
BASE_00000517	1732	1	ASV266.11	1732		0	1000	false	true
BASE_00000518	1828	1	ASV579.0	1828		0	1000	false	true
BASE_00000519	2360	2	ASV507.1	2360	ASV507.0	2360	1000	true	true
BASE_00000520	1685	2	ASV507.11	1668	ASV507.9	1645	1000	true	true
BASE_00000521	1468	1	ASV579.0	1468		0	1000	false	true
BASE_00000522	2554	2	ASV507.1	2263	ASV507.3	2243	1000	true	true
BASE_00000523	2558	1	ASV487.10	2558		0	1000	false	true
BASE_00000524	4367	2	ASV153.8	4367	ASV102.10	4367	1000	true	true
BASE_00000525	1040	3	ASV507.3	1040	ASV507.1	1040	1000	true	true
BASE_00000526	1055	1	ASV150.14	1055		0	1000	false	true
BASE_00000527	4546	1	ASV102.10	4546		0	1000	false	true
BASE_00000528	1869	1	ASV102.10	1869		0	1000	false	true
BASE_00000529	1710	1	ASV487.10	1710		0	1000	false	true
BASE_00000530	1613	1	ASV579.0	1613		0	1000	false	true
BASE_00000531	10491	1	ASV387.0	10491		0	1049	false	true
BASE_00000532	1477	2	ASV102.10	1477	ASV150.14	1376	1000	true	true
BASE_00000533	4342	3	ASV174.18	4342	ASV134.7	4342	1000	true	true
BASE_00000534	1627	1	ASV300.8	1627		0	1000	false	true
BASE_00000535	2567	2	ASV153.8	2567	ASV102.10	2567	1000	true	true
BASE_00000536	1487	3	ASV507.1	1487	ASV507.0	1487	1000	true	true
BASE_00000537	1551	1	ASV300.8	1551		0	1000	false	true
BASE_00000538	1547	2	ASV507.11	1547	ASV507.9	1545	1000	true	true
BASE_00000539	2290	1	ASV102.10	2290		0	1000	false	true
BASE_00000540	1134	1	ASV300.8	1134		0	1000	false	true
BASE_00000541	1331	2	ASV507.9	1331	ASV507.11	1331	1000	true	true
BASE_00000542	7395	1	ASV102.10	7395		0	1000	false	true
BASE_00000543	1271	1	ASV399.6	1271		0	1000	false	true
BASE_00000544	3504	1	ASV507.11	3504		0	1000	false	true
BASE_00000545	1798	1	ASV476.8	1798		0	1000	false	true
BASE_00000546	1567	1	ASV102.10	1567		0	1000	false	true
BASE_00000547	1233	1	fASV196.1	1196		0	1000	false	true
BASE_00000548	1590	1	ASV300.8	1590		0	1000	false	true
BASE_00000549	1807	2	ASV486.6	1807	ASV476.8	1807	1000	true	true
BASE_00000550	1266	2	ASV507.3	1266	ASV507.1	1266	1000	true	true
BASE_00000551	1422	2	ASV507.1	1422	ASV507.3	1404	1000	true	true
BASE_00000552	1043	1	ASV300.8	1043		0	1000	false	true
BASE_00000553	2274	1	ASV507.1	2261		0	1000	false	true
BASE_00000554	1146	2	ASV153.8	1015	ASV102.10	1015	1000	true	true
BASE_00000555	1449	1	ASV387.0	1449		0	1000	false	true
BASE_00000556	2212	2	ASV153.8	2212	ASV102.10	2212	1000	true	true
BASE_00000557	1407	2	ASV102.10	1407	ASV153.8	1404	1000	true	true
BASE_00000558	1231	2	ASV486.6	1231	ASV476.8	1209	1000	true	true
BASE_00000559	1097	1	ASV300.8	1097		0	1000	false	true
BASE_00000560	1421	3	ASV507.0	1421	ASV507.3	1408	1000	true	true
BASE_00000561	1827	3	ASV507.1	1306	ASV507.0	1306	1000	true	true
BASE_00000562	1326	1	ASV476.8	1326		0	1000	false	true
BASE_00000563	1365	1	ASV476.8	1365		0	1000	false	true
BASE_00000564	1677	1	ASV399.6	1677		0	1000	false	true
BASE_00000565	1260	1	ASV300.8	1260		0	1000	false	true
BASE_00000566	1281	2	ASV507.11	1281	ASV507.9	1280	1000	true	true
BASE_00000567	1269	2	ASV153.8	1269	ASV102.10	1269	1000	true	true
BASE_00000568	1817	1	ASV300.8	1817		0	1000	false	true
BASE_00000569	2429	1	ASV102.10	2429		0	1000	false	true
BASE_00000570	1994	2	ASV486.6	1994	ASV476.8	1994	1000	true	true
BASE_00000571	1026	1	ASV399.6	1026		0	1000	false	true
BASE_00000572	2886	1	ASV487.10	2886		0	1000	false	true
BASE_00000573	1407	2	ASV153.8	1407	ASV102.10	1407	1000	true	true
BASE_00000574	1188	2	ASV153.8	1188	ASV102.10	1188	1000	true	true
BASE_00000575	1868	1	ASV102.10	1868		0	1000	false	true
BASE_00000576	2179	2	ASV486.6	2179	ASV476.8	2179	1000	true	true
BASE_00000577	1474	1	ASV579.0	1474		0	1000	false	true
BASE_00000578	1289	2	ASV431.3	1289	ASV426.8	1289	1000	true	true
BASE_00000579	8102	1	ASV487.10	7869		0	1000	false	true
BASE_00000580	1183	3	ASV551.0	1183	ASV426.8	1173	1000	true	true
BASE_00000581	1200	1	ASV300.8	1200		0	1000	false	true
BASE_00000582	1458	2	ASV507.3	1374	ASV507.1	1371	1000	true	true
BASE_00000583	3521	2	ASV153.8	3521	ASV102.10	3521	1000	true	true
BASE_00000584	1148	1	ASV266.11	1148		0	1000	false	true
BASE_00000585	4870	1	ASV487.10	4870		0	1000	false	true
BASE_00000586	5346	1	ASV102.10	5346		0	1000	false	true
BASE_00000587	1236	1	ASV579.0	1236		0	1000	false	true
BASE_00000588	1290	2	ASV153.8	1290	ASV102.10	1290	1000	true	true
BASE_00000589	1103	1	ASV476.8	1103		0	1000	false	true
BASE_00000590	1861	1	ASV507.1	1781		0	1000	false	true
BASE_00000591	1054	3	ASV507.0	782	ASV507.1	770	1000	false	true
BASE_00000592	4913	1	ASV387.0	4913		0	1000	false	true
BASE_00000593	1184	2	ASV486.6	1184	ASV476.8	1184	1000	true	true
BASE_00000594	1475	2	ASV153.8	1475	ASV102.10	1475	1000	true	true
BASE_00000595	2791	2	ASV102.10	2791	ASV153.8	2768	1000	true	true
BASE_00000596	2060	2	ASV153.8	2060	ASV102.10	2060	1000	true	true
BASE_00000597	2046	1	ASV487.10	2046		0	1000	false	true
BASE_00000598	4784	2	ASV153.8	4784	ASV102.10	4784	1000	true	true
BASE_00000599	1807	1	ASV102.10	1807		0	1000	false	true
BASE_00000600	1454	1	ASV102.10	1454		0	1000	false	true
BASE_00000601	5956	1	ASV487.10	5956		0	1000	false	true
BASE_00000602	1364	1	ASV487.10	1364		0	1000	false	true
BASE_00000603	1572	1	ASV476.8	1572		0	1000	false	true
BASE_00000604	1153	1	ASV487.10	1153		0	1000	false	true
BASE_00000605	1209	2	ASV486.6	1209	ASV476.8	1209	1000	true	true
BASE_00000606	2224	2	ASV487.10	2224	ASV456.0	2224	1000	true	true
BASE_00000607	1093	1	ASV300.8	1093		0	1000	false	true
BASE_00000608	1352	2	ASV486.6	1352	ASV476.8	1352	1000	true	true
BASE_00000609	2102	2	ASV507.11	1740	ASV507.9	675	1000	false	true
BASE_00000610	2011	2	ASV507.9	2011	ASV507.11	1989	1000	true	true
BASE_00000611	1605	2	ASV486.6	1605	ASV476.8	1605	1000	true	true
BASE_00000612	1362	1	ASV300.8	1362		0	1000	false	true
BASE_00000613	1601	1	ASV487.10	1601		0	1000	false	true
BASE_00000614	1959	2	ASV102.10	1959	ASV153.8	1913	1000	true	true
BASE_00000615	1427	2	ASV507.9	1085	ASV507.0	527	1000	false	true
BASE_00000616	1955	1	ASV102.10	1857		0	1000	false	true
BASE_00000617	3213	2	ASV150.14	3213	ASV102.10	3213	1000	true	true
BASE_00000618	7282	1	ASV487.10	7282		0	1000	false	true
BASE_00000619	1032	2	ASV476.8	1032	ASV486.6	1018	1000	true	true
BASE_00000620	1319	3	ASV507.0	1198	ASV507.3	1053	1000	true	true
BASE_00000621	1051	2	ASV102.10	1051	ASV153.8	1034	1000	true	true
BASE_00000622	5624	1	ASV387.0	5624		0	1000	false	true
BASE_00000623	1464	1	ASV102.10	1464		0	1000	false	true
BASE_00000624	1120	1	ASV579.0	1120		0	1000	false	true
BASE_00000625	1548	1	ASV387.0	1548		0	1000	false	true
BASE_00000626	2132	1	ASV300.8	2132		0	1000	false	true
BASE_00000627	2004	1	ASV102.10	2004		0	1000	false	true
BASE_00000628	3382	1	ASV387.0	3382		0	1000	false	true
BASE_00000629	1393	1	ASV406.4	1243		0	1000	false	true
BASE_00000630	1510	2	ASV507.3	1510	ASV507.1	1510	1000	true	true
BASE_00000631	1075	1	ASV507.1	1075		0	1000	false	true
BASE_00000632	2367	2	ASV153.8	2367	ASV102.10	2367	1000	true	true
BASE_00000633	8726	1	ASV387.0	8726		0	1000	false	true
BASE_00000634	2083	1	ASV300.8	2083		0	1000	false	true
BASE_00000635	2255	1	ASV487.10	2255		0	1000	false	true
BASE_00000636	3140	1	ASV487.10	3039		0	1000	false	true
BASE_00000637	3157	2	ASV153.8	3157	ASV102.10	3157	1000	true	true
BASE_00000638	1914	2	ASV507.9	1914	ASV507.11	1906	1000	true	true
BASE_00000639	1080	3	ASV153.8	1080	ASV102.10	1080	1000	true	true
BASE_00000640	3970	1	ASV300.8	3970		0	1000	false	true
BASE_00000641	1068	2	ASV486.6	1068	ASV476.8	1068	1000	true	true
BASE_00000642	1964	1	ASV487.10	1964		0	1000	false	true
BASE_00000643	1575	1	ASV300.8	1575		0	1000	false	true
BASE_00000644	1799	1	ASV300.8	1799		0	1000	false	true
BASE_00000645	1887	0		0		0	1000	false	false
BASE_00000646	1192	1	ASV266.11	1192		0	1000	false	true
BASE_00000647	3832	1	ASV487.10	3832		0	1000	false	true
BASE_00000648	1425	1	ASV300.8	1425		0	1000	false	true
BASE_00000649	1302	1	ASV476.8	1302		0	1000	false	true
BASE_00000650	2898	1	ASV399.6	2681		0	1000	false	true
BASE_00000651	7027	1	ASV487.10	7027		0	1000	false	true
BASE_00000652	1182	2	ASV507.9	1182	ASV507.11	1182	1000	true	true
BASE_00000653	1434	2	ASV153.8	1434	ASV102.10	1434	1000	true	true
BASE_00000654	1120	1	ASV399.6	1120		0	1000	false	true
BASE_00000655	3335	2	ASV102.10	3335	ASV153.8	3329	1000	true	true
BASE_00000656	6373	1	ASV387.0	6373		0	1000	false	true
BASE_00000657	1073	1	ASV476.8	1073		0	1000	false	true
BASE_00000658	1019	2	ASV153.8	1019	ASV102.10	1019	1000	true	true
BASE_00000659	1637	1	ASV300.8	1637		0	1000	false	true
BASE_00000660	1010	2	ASV507.11	1003	ASV507.9	973	1000	false	true
BASE_00000661	118163	1	ASV149.0	118163		0	11816	false	true
BASE_00000662	2512	1	ASV487.10	2512		0	1000	false	true
BASE_00000663	6349	2	ASV102.10	6349	ASV153.8	6331	1000	true	true
BASE_00000664	1895	1	ASV406.4	1895		0	1000	false	true
BASE_00000665	1211	1	ASV102.10	941		0	1000	false	true
BASE_00000666	1379	1	ASV507.11	1368		0	1000	false	true
BASE_00000667	1672	1	ASV102.10	1672		0	1000	false	true
BASE_00000668	1339	2	ASV426.8	1339	ASV551.0	1318	1000	true	true
BASE_00000669	6335	1	ASV387.0	6335		0	1000	false	true
BASE_00000670	5727	1	ASV487.10	5727		0	1000	false	true
BASE_00000671	1215	1	ASV102.10	1215		0	1000	false	true
BASE_00000672	14944	1	ASV387.0	14593		0	1494	false	true
BASE_00000673	1156	2	ASV486.6	1156	ASV476.8	1156	1000	true	true
BASE_00000674	1005	3	ASV507.3	1005	ASV507.1	1005	1000	true	true
BASE_00000675	1539	1	ASV300.8	1539		0	1000	false	true
BASE_00000676	1173	2	ASV486.6	1173	ASV476.8	1173	1000	true	true
BASE_00000677	1171	2	ASV507.9	1104	ASV507.1	1054	1000	true	true
BASE_00000678	1132	1	hvASV2.6	1132		0	1000	false	true
BASE_00000679	1152	1	ASV300.8	1152		0	1000	false	true
BASE_00000680	2268	2	ASV153.8	2268	ASV102.10	2268	1000	true	true
BASE_00000681	1202	1	ASV507.11	1017		0	1000	false	true
BASE_00000682	1009	1	ASV387.0	1009		0	1000	false	true
BASE_00000683	6639	1	ASV487.10	6639		0	1000	false	true
BASE_00000684	1347	1	ASV300.8	1347		0	1000	false	true
BASE_00000685	3732	1	ASV387.0	3732		0	1000	false	true
BASE_00000686	1873	1	ASV487.10	1873		0	1000	false	true
BASE_00000687	1165	1	ASV399.6	1064		0	1000	false	true
BASE_00000688	1151	1	ASV579.0	1151		0	1000	false	true
BASE_00000689	1360	2	ASV486.6	1360	ASV476.8	1360	1000	true	true
BASE_00000690	1148	1	ASV579.0	1148		0	1000	false	true
BASE_00000691	1388	1	ASV102.10	1388		0	1000	false	true
BASE_00000692	8155	1	ASV387.0	8155		0	1000	false	true
BASE_00000693	2540	1	ASV387.0	2540		0	1000	false	true
BASE_00000694	2761	1	ASV579.0	2761		0	1000	false	true
BASE_00000695	1082	2	ASV153.8	1082	ASV102.10	1082	1000	true	true
BASE_00000696	2856	1	ASV102.10	2856		0	1000	false	true
BASE_00000697	1467	3	ASV507.3	1331	ASV507.1	1331	1000	true	true
BASE_00000698	1102	1	ASV579.0	1102		0	1000	false	true
BASE_00000699	2198	1	ASV487.10	2198		0	1000	false	true
BASE_00000700	3653	1	ASV387.0	3653		0	1000	false	true
BASE_00000701	2616	2	ASV153.8	2616	ASV102.10	2616	1000	true	true
BASE_00000702	2607	1	ASV387.0	2607		0	1000	false	true
BASE_00000703	1159	2	ASV507.3	1159	ASV507.1	1159	1000	true	true
BASE_00000704	1100	1	ASV487.10	1100		0	1000	false	true
BASE_00000705	4789	1	ASV487.10	4789		0	1000	false	true
BASE_00000706	1594	1	ASV102.10	1594		0	1000	false	true
BASE_00000707	2715	1	ASV579.0	2715		0	1000	false	true
BASE_00000708	1070	2	ASV507.9	1070	ASV507.11	1070	1000	true	true
BASE_00000709	1843	1	ASV300.8	1843		0	1000	false	true
BASE_00000710	1199	1	ASV487.10	1199		0	1000	false	true
BASE_00000711	1576	1	ASV300.8	1576		0	1000	false	true
BASE_00000712	2318	2	ASV507.3	2318	ASV507.1	2318	1000	true	true
BASE_00000713	1270	2	ASV476.8	1270	ASV486.6	1258	1000	true	true
BASE_00000714	4196	1	ASV487.10	4196		0	1000	false	true
BASE_00000715	2193	1	ASV102.10	2193		0	1000	false	true
BASE_00000716	1563	1	ASV102.10	1563		0	1000	false	true
BASE_00000717	1024	2	ASV507.9	1004	ASV507.11	963	1000	false	true
BASE_00000718	1954	1	ASV487.10	1954		0	1000	false	true
BASE_00000719	1225	2	ASV486.6	1225	ASV476.8	1225	1000	true	true
BASE_00000720	1673	1	ASV487.10	1673		0	1000	false	true
BASE_00000721	1318	2	ASV507.3	1318	ASV507.1	1318	1000	true	true
BASE_00000722	2182	3	ASV507.0	1778	ASV507.3	1703	1000	true	true
BASE_00000723	2053	2	ASV507.3	2047	ASV507.1	2029	1000	true	true
BASE_00000724	1818	1	ASV487.10	1818		0	1000	false	true
BASE_00000725	1876	1	ASV300.8	1876		0	1000	false	true
BASE_00000726	3042	1	ASV487.10	2458		0	1000	false	true
BASE_00000727	1061	1	ASV300.2	1061		0	1000	false	true
BASE_00000728	2060	2	ASV153.8	2060	ASV102.10	2060	1000	true	true
BASE_00000729	3760	1	ASV387.0	3760		0	1000	false	true
BASE_00000730	2026	1	ASV507.1	1996		0	1000	false	true
BASE_00000731	1599	2	ASV507.1	1599	ASV507.3	1586	1000	true	true
BASE_00000732	1618	1	ASV579.0	1618		0	1000	false	true
BASE_00000733	1360	1	ASV300.8	1360		0	1000	false	true
BASE_00000734	1096	2	ASV507.9	918	ASV507.11	918	1000	false	true
BASE_00000735	1450	1	ASV579.0	1450		0	1000	false	true
BASE_00000736	1085	0		0		0	1000	false	false
BASE_00000737	7135	1	ASV487.10	7135		0	1000	false	true
BASE_00000738	2572	2	ASV153.8	2572	ASV102.10	2572	1000	true	true
BASE_00000739	1133	2	ASV507.1	1133	ASV507.3	1112	1000	true	true
BASE_00000740	1518	1	ASV300.8	1518		0	1000	false	true
BASE_00000741	2347	1	ASV102.10	2347		0	1000	false	true
BASE_00000742	1273	1	ASV507.0	1273		0	1000	false	true
BASE_00000743	1196	2	ASV153.8	1196	ASV102.10	1196	1000	true	true
BASE_00000744	1308	2	ASV507.3	1308	ASV507.1	1308	1000	true	true
BASE_00000745	1085	2	ASV486.6	1085	ASV476.8	1085	1000	true	true
BASE_00000746	1480	1	ASV487.10	1480		0	1000	false	true
BASE_00000747	1399	1	ASV579.0	1399		0	1000	false	true
BASE_00000748	1041	1	ASV406.4	1041		0	1000	false	true
BASE_00000749	3903	1	ASV579.0	3903		0	1000	false	true
BASE_00000750	2745	1	ASV487.10	2745		0	1000	false	true
BASE_00000751	1147	1	ASV102.10	1147		0	1000	false	true
BASE_00000752	3312	1	ASV487.10	3312		0	1000	false	true
BASE_00000753	2306	1	ASV102.10	2306		0	1000	false	true
BASE_00000754	1737	2	ASV507.11	1737	ASV507.9	1706	1000	true	true
BASE_00000755	1356	1	ASV426.8	1356		0	1000	false	true
BASE_00000756	1407	2	ASV153.8	1407	ASV102.10	1407	1000	true	true
