pmcid,title,stage,reason
PMC12702447,Exploring new therapeutic potential of five commonly used &lt;i&gt;Pteris&lt;/i&gt; medicinal plants through pharmaphylogenomics and network pharmacology.,metadata,no_intervention_signal
PMC12982653,Integrated foodomics and network pharmacology reveal functional food potential in tatsoi microgreens and baby greens.,metadata,no_intervention_signal
PMC13298478,Drying-Induced Changes in Metabolite Profiles and Antioxidant Activity of Cordyceps militaris: Insights from Integrated Metabolomics and Network Pharmacology,metadata,no_intervention_signal
PMC12583256,Network pharmacology analysis and in vitro verification of the anti-sarcopenia effects of formononetin.,metadata,no_intervention_signal
PMC13183549,Integrative analysis of 16S rRNA sequencing and network pharmacology suggests protective effects of Sihuang Zhili Granules against APEC O78 challenge through gut homeostasis-related changes.,metadata,no_intervention_signal
PMC11608671,Network pharmacology and molecular docking analysis on the mechanism of Wensan tincture in the treatment of pulmonary nodules: A review.,metadata,title_pattern:\breview\b
PMC12972934,"Sodium Danshensu promotes diabetic wound healing by targeting the EGFR-mediated PI3K-AKT pathway: a combined network pharmacology, machine learning, and &lt;i&gt;in vitro&lt;/i&gt; approach.",metadata,no_intervention_signal
,Combining Network Pharmacology and Experimental Validation to Demonstrate That Salidroside Alleviates Acute Lung Injury by Inhibiting Ferroptosis via the MAPK/GPX4 Pathway,metadata,no_pmcid
PMC12141521,"Investigating the mechanism of Gentiopicroside in rheumatoid arthritis through network pharmacology, molecular docking, and experimental validation.",metadata,no_intervention_signal
PMC12468655,"Exploring CCND1 as a Key Target of &lt;i&gt;Acorus calamus&lt;/i&gt; Against RSV Infection: Network Pharmacology, Molecular Docking, and Bioinformatics Analysis.",metadata,no_intervention_signal
PMC12455330,Correction: Mechanism of action of curculigoside ameliorating osteoporosis: an analysis based on network pharmacology and experimental validation.,metadata,no_intervention_signal
PMC11521018,Therapeutic mechanism and key active ingredients of Yinxing Mihuan Oral Solution in coronary heart disease comorbidity with anxiety: A network pharmacology and molecular docking approach.,metadata,no_intervention_signal
PMC12622746,Exploring the mechanism of Stephania tetrandra S. Moore in the treatment of cisplatin resistance against ovarian cancer through integration of network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC10681393,"Clinical efficacy evaluation and potential mechanism prediction on Guizhi-Shaoyao-Zhimu decoction in the treatment of gouty arthritis based on meta-analysis, network pharmacology analysis, and molecular docking.",metadata,title_pattern:\bmeta-analysis\b
PMC12003768,Studying the efficacy of JBOL volatile components in idiopathic pulmonary fibrosis (IPF) using GC-MS and network pharmacology.,metadata,no_intervention_signal
PMC13149978,Mechanistic role of gut microbiota metabolites in hypertension-insomnia comorbidity via integrated network pharmacology and molecular dynamics.,metadata,no_intervention_signal
PMC11513486,Estrogenic post-menopausal anti-osteoporotic mechanism of <i>Achyranthes aspera</i> L.: Phytochemicals and network pharmacology approaches.,metadata,no_intervention_signal
PMC11130275,"Exploring the mechanism of diabetic cardiomyopathy treated with Qigui Qiangxin mixture based on UPLC-Q/TOF-MS, network pharmacology and experimental validation.",metadata,no_intervention_signal
PMC13126247,"Identification of Anti-Inflammatory and Analgesic Mechanisms of Naru-3 Wei Pill Using Animal Models, UHPLC-QE-MS, and Integrated Network Pharmacology.",metadata,no_intervention_signal
PMC13265158,A network pharmacology and molecular docking approach to investigate the anticancer mechanism of baicalin against melanoma through induction of apoptosis via EGFR-mediated PI3K/AKT pathway.,metadata,no_intervention_signal
PMC12971700,"Efficacy and safety of guanxinshutong capsule as adjunctive therapy for unstable angina: an integrated systematic review, meta-analysis, and network pharmacology study.",metadata,title_pattern:\bsystematic review\b
PMC11709208,Study on mechanism of iridoid glycosides derivatives from Fructus Gardeniae in treatment of hepatic encephalopathy by network pharmacology and molecular docking technology.,metadata,no_intervention_signal
PMC12522559,"The impact of catalpol on osteogenic differentiation of the jaw bone marrow mesenchymal stem cells on the basis of network pharmacology, molecular docking and experimental validation.",metadata,no_intervention_signal
PMC12668475,Investigating the mechanism of oridonin against triple-negative breast cancer based on network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC11855732,"Exploring the Effects and Mechanisms of Valerian Volatile Oil in Treating Insomnia Using Network Pharmacology, Molecular Docking, and Molecular Dynamics Simulation-Based Approaches.",metadata,no_intervention_signal
PMC12713039,Network Pharmacology Analysis and Machine-Learning Models Confirmed the Ability of YiShen HuoXue Decoction to Alleviate Renal Fibrosis by Inhibiting Pyroptosis [Retraction].,metadata,title_pattern:\bretraction\b
PMC11447332,"Bioinformatics analysis based on extracted ingredients combined with network pharmacology, molecular docking and molecular dynamics simulation to explore the mechanism of Jinbei oral liquid in the therapy of idiopathic pulmonary fibrosis.",metadata,no_intervention_signal
PMC10459676,"Efficacy and Key Materials of East Asian Herbal Medicine Combined with Conventional Medicine on Inflammatory Skin Lesion in Patients with <i>Psoriasis Vulgaris</i>: A Meta-Analysis, Integrated Data Mining, and Network Pharmacology.",metadata,title_pattern:\bmeta-analysis\b
PMC12132068,Mechanisms of Zanthoxyli Pericarpium-Zingiberis Rhizoma in the Treatment of Gastric Cancer Based on Network Pharmacology and Experimental Validation.,metadata,no_intervention_signal
PMC12192781,"Study of Retinoic Acid-Induced Osteoarthritis: Integrating RNA-Sequencing, Network Pharmacology, Molecular Docking, and Experimental Validation.",metadata,no_intervention_signal
PMC12333641,Ursolic Acid Ameliorates Diabetic Nephropathy by Inhibiting JAK2/STAT3-Driven Ferroptosis: Mechanistic Insights from Network Pharmacology and Experimental Validation.,metadata,no_intervention_signal
PMC12537181,"Based on network pharmacology, molecular docking, and validation experiments to investigate the active components and mechanisms of action of Tibetan Medog County Citrus medica L.: In antioxidant activity.",metadata,no_intervention_signal
PMC11367177,Analysis of Pathological Factors of Long Head of Biceps Tendinopathy Based on Network Pharmacology.,metadata,no_intervention_signal
PMC11665837,"Mechanism of action of ""cistanche deserticola-Polygala"" in treating Alzheimer's disease based on network pharmacology methods and molecular docking analysis.",metadata,no_intervention_signal
PMC12009590,Exploring the Mechanism of Qinzhuliangxue Mixture for Treating Skin Lesions in Atopic Dermatitis: Insights from Network Pharmacology and Experimental Validation.,metadata,no_intervention_signal
PMC9217600,Bibliometric Analysis of Network Pharmacology in Traditional Chinese Medicine.,metadata,title_pattern:\bbibliometric\b
PMC12730944,"Integrating Network Pharmacology, Molecular Docking, and Experimental Validation: Andrographolide Attenuates Acute Liver Injury via the NLRP3/Caspase-1/GSDMD-Mediated Pyroptosis Pathway.",metadata,no_intervention_signal
PMC10659699,Study on mechanism of Zhenwu Decoction in treatment of heart failure based on network pharmacology: A review,metadata,title_pattern:\breview\b
PMC11985527,"Multidimensional evaluation of quality differences for &lt;i&gt;Dendrobium officinale&lt;/i&gt; stems grown under different cultivation environments based on widely targeted metabolomics, network pharmacology, molecular docking, and cell experiments.",metadata,no_intervention_signal
PMC12402230,Serum metabolomics-driven network pharmacology elucidate the anti-rheumatoid arthritis potential of garden cress.,metadata,no_intervention_signal
PMC10213944,"Treatment of liver fibrosis in hepatolenticular degeneration with traditional Chinese medicine: systematic review of meta-analysis, network pharmacology and molecular dynamics simulation.",metadata,title_pattern:\bsystematic review\b
PMC12480148,Mechanistic evaluation of hyperoside against non-small cell lung cancer: a combined approach of network pharmacology and in vitro experimental validation.,metadata,no_intervention_signal
PMC11256632,Metabolomics combined with network pharmacology reveals the potential development value of Campanumoea javanica Bl. and its metabolite differences with Codonopsis Radix.,metadata,no_intervention_signal
PMC10869052,Elucidation of the mechanism of Zhenbao pills for the treatment of spinal cord injury by network pharmacology and molecular docking: A review.,metadata,title_pattern:\breview\b
PMC12539403,"Anti-inflammatory mechanism of total flavonoids from &lt;i&gt;Polygala fallax&lt;/i&gt; Hemsl. based on network pharmacology, molecular docking, and experimental validation.",metadata,no_intervention_signal
PMC12036623,Study of the Chemical Composition and Anti-Inflammatory Mechanism of Shiyiwei Golden Pill Based on UPLC-Q-TOF/MS and Network Pharmacology.,metadata,no_intervention_signal
PMC12844976,"Mechanistic Evaluation of Roxadustat for Pulmonary Fibrosis: Integrating Network Pharmacology, Transcriptomics, and Experimental Validation.",metadata,no_intervention_signal
PMC11589334,Mechanisms of Shufeng Jiedu Capsule in treating bacterial pneumonia based on network pharmacology and experimental verification.,metadata,no_intervention_signal
PMC13165266,Hesperidin Attenuates Experimental MASH by Modulating the Liver-Immune-Brain Axis: Integrated Evidence from Network Pharmacology and In Vivo Analysis.,metadata,no_intervention_signal
PMC11415655,Investigation of the pharmacological mechanisms of Shenfu injection in acute pancreatitis through network pharmacology and experimental validation.,metadata,no_intervention_signal
PMC12036332,Explore potential immune-related targets of leeches in the treatment of type 2 diabetes based on network pharmacology and machine learning.,metadata,no_intervention_signal
PMC10766312,"Treatment of gouty arthritis with traditional Chinese medicine decoction: Meta-analysis, network pharmacology analysis, and molecular docking.",metadata,title_pattern:\bmeta-analysis\b
PMC12128733,Adaptogens in Long-Lasting Brain Fatigue: An Insight from Systems Biology and Network Pharmacology.,metadata,publication_type:review-article review journal article
PMC13106393,Transcriptomics and network pharmacology reveal the molecular mechanisms through which leonurine protects against &lt;i&gt;Salmonella enteritidis&lt;/i&gt; infection in IEC-6 cells.,metadata,no_intervention_signal
